1351040400.991,9551000,-22.174,2.548,0.781,1.971
1351040401.971,9551000,-22.193,2.28,0.666,-2.09
1351040402.968,9551000,-21.769,2.072,0.652,-0.908
1351040403.99,9551000,-21.847,2.045,0.844,-0.972
1351040404.984,9551000,-22.027,2.091,0.569,-1.602
1351040405.962,9551000,-21.927,1.945,0.693,-1.359
1351040406.993,9551000,-21.96,1.888,0.71,-1.82
1351040407.981,9551000,-21.995,2.197,0.714,1.677
1351040408.971,9551000,-22.226,2.065,0.437,-2.912
1351040409.977,9551000,-21.857,2.059,0.427,-0.319
1351040410.977,9551000,-22.043,2.343,0.5,2.394
1351040411.984,9551000,-22.099,2.06,0.363,-1.834
1351040412.985,9551000,-21.888,1.93,0.561,-0.596
1351040413.968,9551000,-21.907,2.267,0.702,1.242
1351040414.982,9551000,-21.813,2.191,0.965,0.904
1351040415.974,9551000,-21.765,2.242,0.599,0.852
1351040416.981,9551000,-22.081,2.49,0.539,1.98
1351040417.984,9551000,-22.058,2.276,0.508,2.014
1351040418.988,9551000,-22.145,2.241,0.521,2.405
1351040419.991,9551000,-22.138,2.245,0.335,2.954
1351040420.968,9551000,-22.296,2.277,0.4,-2.714
1351040421.04,9551000,-22.324,2.26,0.415,-2.789
1351040400.991,9593101,-6.446,6.1,0.672,0.334
1351040401.971,9593101,-6.158,6.121,0.7,0.183
1351040402.968,9593101,-6.17,6.178,0.823,0.216
1351040403.99,9593101,-6.119,6.597,0.705,-0.033
1351040404.984,9593101,-6.204,7.021,0.699,1.439
1351040405.962,9593101,-7.492,7.445,0.197,2.602
1351040406.993,9593101,-7.932,8.099,0.815,1.974
1351040407.981,9593101,-8.255,8.559,0.77,2.04
1351040408.971,9593101,-8.644,9.021,0.601,1.798
1351040409.977,9593101,-8.631,9.271,0.704,0.763
1351040410.977,9593101,-8.356,9.153,0.606,0.171
1351040411.984,9593101,-8.267,9.204,0.727,-0.105
1351040412.985,9593101,-8.304,9.292,0.682,0.705
1351040413.968,9593101,-8.606,10.243,1.049,1.819
1351040414.982,9593101,-8.712,11.053,0.843,1.338
1351040415.974,9593101,-8.447,11.688,0.92,1.156
1351040416.981,9593101,-8.36,11.952,0.633,1.457
1351040417.984,9593101,-7.658,12.484,0.873,0.805
1351040418.988,9593101,-7.181,12.919,0.664,0.608
1351040419.991,9593101,-6.831,13.122,0.683,0.8
1351040420.968,9593101,-6.624,13.491,0.688,0.878
1351040421.72,9593101,-6.376,13.822,0.582,1.028
1351040400.991,9593800,43.904,-18.743,0.491,2.819
1351040401.672,9593800,43.782,-18.657,0.489,2.999
1351040400.164,9593900,45.147,-19.14,0.566,0.377
1351040400.991,9594400,41.703,-18.273,0.658,3.109
1351040401.971,9594400,41.562,-17.989,0.5,2.759
1351040402.968,9594400,41.1,-17.68,0.8,2.781
1351040403.99,9594400,40.369,-17.416,0.803,2.763
1351040404.984,9594400,39.992,-17.26,0.659,-3.046
1351040405.962,9594400,39.976,-16.83,0.606,2.267
1351040406.993,9594400,40.069,-16.688,0.597,1.353
1351040407.981,9594400,40.318,-16.891,0.57,0.244
1351040408.971,9594400,40.363,-17.0,0.658,0.199
1351040409.977,9594400,40.448,-16.921,0.649,0.43
1351040410.977,9594400,40.405,-16.951,0.552,0.846
1351040411.984,9594400,39.917,-16.712,0.742,1.859
1351040412.985,9594400,39.809,-16.707,0.218,-2.528
1351040413.968,9594400,39.251,-16.73,0.968,2.97
1351040414.982,9594400,38.936,-16.721,0.514,-2.253
1351040415.974,9594400,39.119,-16.791,0.535,-1.242
1351040416.981,9594400,39.038,-16.782,0.519,-1.614
1351040417.984,9594400,38.986,-16.876,0.789,-2.147
1351040418.988,9594400,39.053,-16.962,0.568,-1.768
1351040419.991,9594400,38.832,-16.718,0.502,-2.361
